0000;None;0;None;Super Fang;Bite;Quick Attack;Focus Energy;Jolly;0;252;0;0;0;252;
0019;Rattata;0;Cheri Berry;Super Fang;Bite;Quick Attack;Focus Energy;Jolly;0;252;0;0;0;252;
0543;Venipede;0;Chesto Berry;Venoshock;Struggle Bug;Protect;Toxic;Impish;0;252;252;0;0;0;
0016;Pidgey;0;Sharp Beak;Air Slash;Quick Attack;Twister;Sand Attack;Jolly;0;252;0;0;0;252;
0659;Bunnelby;0;Rawst Berry;Mud-Slap;Super Fang;Double Kick;Agility;Adamant;0;252;0;0;0;252;
0679;Honedge;0;Persim Berry;Fury Cutter;Shadow Sneak;Aerial Ace;Metal Sound;Adamant;0;252;252;0;0;0;
0074;Geodude;0;Shuca Berry;Smack Down;Bulldoze;Strength;Rock Polish;Adamant;0;252;252;0;0;0;
0043;Oddish;0;Big Root;Giga Drain;Double Team;Confide;Poison Powder;Modest;170;0;170;0;170;0;
0421;Cherrim;0;Persim Berry;Magical Leaf;Helping Hand;Sunny Day;Attract;Modest;0;0;0;252;0;252;
0307;Meditite;0;Cheri Berry;Low Sweep;Feint;Confusion;Detect;Lonely;0;252;0;0;0;252;
0261;Poochyena;0;Black Glasses;Bite;Incinerate;Scary Face;Snarl;Hardy;0;252;0;0;0;252;
0575;Gothorita;0;Persim Berry;Psybeam;Charge Beam;Fake Tears;Trick Room;Calm;0;0;0;252;252;0;
0577;Solosis;0;Quick Claw;Psywave;Round;Pain Split;Light Screen;Modest;0;0;0;252;252;0;
0177;Natu;0;Twisted Spoon;Stored Power;Ominous Wind;Reflect;Double Team;Modest;0;0;0;252;0;252;
0220;Swinub;0;Persim Berry;Mud Bomb;Ice Shard;Hail;Protect;Adamant;0;252;252;0;0;0;
0060;Poliwag;0;Cheri Berry;Bubble Beam;Round;Hypnosis;Mud Shot;Timid;0;0;0;252;0;252;
0285;Shroomish;0;Big Root;Giga Drain;Venoshock;Toxic;Leech Seed;Modest;252;0;0;252;0;0;
0309;Electrike;0;Magnet;Spark;Quick Attack;Thunder Wave;Bite;Jolly;0;252;0;0;0;252;
0209;Snubbull;0;Pecha Berry;Confide;Rage;Bite;Charm;Adamant;0;252;252;0;0;0;
0081;Magnemite;0;Metal Coat;Mirror Shot;Charge Beam;Metal Sound;Reflect;Modest;0;0;0;252;0;252;
0246;Larvitar;0;Passho Berry;Rock Slide;Bite;Bulldoze;Scary Face;Adamant;0;252;0;0;0;252;
0511;Pansage;0;Sitrus Berry;Seed Bomb;Acrobatics;Leer;Grass Knot;Jolly;0;252;0;0;0;252;
0513;Pansear;0;Passho Berry;Flame Burst;Fury Swipes;Leer;Hone Claws;Bashful;0;252;0;0;0;252;
0515;Panpour;0;Cheri Berry;Scald;Taunt;Water Sport;Leer;Modest;0;0;0;252;0;252;
0355;Duskull;0;Ganlon Berry;Hex;Will-O-Wisp;Curse;Toxic;Modest;0;0;252;252;0;0;
0092;Gastly;0;Lax Incense;Hypnosis;Confuse Ray;Hex;Taunt;Timid;0;0;0;252;0;252;
0066;Machop;0;Payapa Berry;Low Kick;Bulldoze;Retaliate;Scary Face;Adamant;252;252;0;0;0;0;
0278;Wingull;0;Sharp Beak;Aerial Ace;Water Pulse;Quick Attack;Supersonic;Serious;252;0;0;0;0;252;
0361;Snorunt;0;Petaya Berry;Ice Fang;Headbutt;Bite;Hail;Jolly;0;252;0;0;0;252;
0204;Pineco;0;Rocky Helmet;Gyro Ball;Struggle Bug;Iron Defense;Spikes;Brave;0;252;252;0;0;0;
0459;Snover;0;Occa Berry;Razor Leaf;Ice Shard;Ingrain;Swagger;Adamant;252;252;0;0;0;0;
0167;Spinarak;0;Binding Band;Infestation;Poison Jab;Spider Web;Shadow Sneak;Adamant;0;252;252;0;0;0;
0650;Chespin;0;Sitrus Berry;Vine Whip;Tackle;Pin Missile;Rock Smash;Adamant;0;252;252;0;0;0;
0653;Fennekin;0;Charcoal;Fire Spin;Psybeam;Will-O-Wisp;Lucky Chant;Modest;0;0;0;252;0;252;
0656;Froakie;0;Wacan Berry;Quick Attack;Water Pulse;Round;U-turn;Hasty;0;0;0;252;0;252;
0669;Flabébé;0;Miracle Seed;Fairy Wind;Razor Leaf;Round;Wish;Docile;0;252;0;252;0;0;
0436;Bronzor;0;Rawst Berry;Psywave;Charge Beam;Metal Sound;Confuse Ray;Modest;0;0;0;170;170;170;
0667;Litleo;0;Persim Berry;Fire Fang;Headbutt;Retaliate;Roar;Adamant;0;252;0;0;0;252;
0165;Ledyba;0;Silver Powder;Swift;Silver Wind;Baton Pass;Double Team;Modest;0;0;0;252;0;252;
0595;Joltik;0;Liechi Berry;Electroweb;Bug Bite;String Shot;Gastro Acid;Jolly;0;252;0;0;0;252;
0443;Gible;0;Dragon Fang;Twister;Sandstorm;Sand Tomb;Rock Tomb;Adamant;0;252;0;0;0;252;
0451;Skorupi;0;Poison Barb;Bug Bite;Poison Fang;Aerial Ace;Leer;Jolly;0;252;0;0;0;252;
0403;Shinx;0;Razor Fang;Bite;Spark;Thunder Wave;Baby-Doll Eyes;Jolly;0;252;0;0;0;252;
0343;Baltoy;0;Rindo Berry;Ancient Power;Psybeam;Cosmic Power;Trick Room;Quiet;0;0;0;252;252;0;
0088;Grimer;0;Payapa Berry;Sludge;Mud-Slap;Incinerate;Minimize;Modest;0;0;0;252;252;0;
0434;Stunky;0;Black Glasses;Snarl;Incinerate;Acid Spray;Torment;Modest;252;0;0;252;0;0;
0708;Phantump;0;Sitrus Berry;Ingrain;Shadow Claw;Grass Knot;Leech Seed;Adamant;252;252;0;0;0;0;
0592;Frillish;0;Sitrus Berry;Bubble Beam;Night Shade;Attract;Flash;Calm;0;0;0;252;252;0;
0677;Espurr;0;Persim Berry;Psybeam;Fake Out;Thunder Wave;Round;Modest;0;0;0;252;0;252;
0624;Pawniard;0;Chople Berry;Feint Attack;Metal Claw;Torment;Iron Defense;Impish;0;252;252;0;0;0;
0674;Pancham;0;Sitrus Berry;Comet Punch;Karate Chop;Swagger;Leer;Adamant;0;252;252;0;0;0;
0662;Fletchinder;0;Sharp Beak;Aerial Ace;Flame Charge;U-turn;Agility;Jolly;0;252;0;0;0;252;
0318;Carvanha;0;Mystic Water;Aqua Jet;Bite;Swagger;Screech;Adamant;0;252;0;0;0;252;
0138;Omanyte;0;Shell Bell;Brine;Ancient Power;Protect;Shell Smash;Bold;0;0;252;0;252;0;
0397;Staravia;0;Cheri Berry;Aerial Ace;Quick Attack;Whirlwind;Steel Wing;Adamant;0;252;0;0;0;252;
0402;Kricketune;0;Coba Berry;Sing;Fell Stinger;Screech;Slash;Adamant;0;252;0;0;0;252;
0228;Houndour;0;Chesto Berry;Fire Fang;Bite;Payback;Howl;Adamant;0;252;0;0;0;252;
0096;Drowzee;0;Focus Band;Psybeam;Hypnosis;Round;Light Screen;Modest;0;0;0;252;0;252;
0608;Lampent;0;Absorb Bulb;Flame Burst;Hex;Confuse Ray;Will-O-Wisp;Modest;252;0;0;252;0;0;
0163;Hoothoot;0;Cheri Berry;Hypnosis;Reflect;Confusion;Echoed Voice;Modest;0;0;0;252;252;0;
0431;Glameow;0;Silk Scarf;Fury Swipes;Attract;Feint Attack;Torment;Adamant;0;252;0;0;0;252;
0188;Skiploom;0;Occa Berry;Bullet Seed;Acrobatics;Stun Spore;Fairy Wind;Adamant;0;252;0;0;0;252;
0183;Marill;0;Rindo Berry;Round;Bubble Beam;Helping Hand;Aqua Ring;Timid;252;0;0;0;0;252;
0525;Boldore;0;Rocky Helmet;Smack Down;Headbutt;Sand Attack;Iron Defense;Adamant;0;252;252;0;0;0;
0281;Kirlia;0;Tanga Berry;Confusion;Magical Leaf;Charge Beam;Charm;Mild;0;0;0;252;0;252;
0363;Spheal;0;Pecha Berry;Defense Curl;Ice Ball;Encore;Bulldoze;Careful;0;252;0;0;252;0;
0408;Cranidos;0;Sitrus Berry;Rock Slide;Headbutt;Assurance;Scary Face;Adamant;0;252;0;0;0;252;
0019;Rattata;0;Razor Fang;Hyper Fang;U-turn;Crunch;Wild Charge;Jolly;0;252;0;0;0;252;
0543;Venipede;0;Poison Barb;Sludge Bomb;Steamroller;Payback;Screech;Impish;0;252;252;0;0;0;
0016;Pidgey;0;Scope Lens;Fly;Facade;Steel Wing;Feather Dance;Jolly;0;252;0;0;0;252;
0659;Bunnelby;0;Silk Scarf;Return;Grass Knot;Dig;Bounce;Adamant;0;252;0;0;0;252;
0679;Honedge;0;Quick Claw;Iron Head;Swords Dance;Night Slash;Slash;Adamant;0;252;252;0;0;0;
0074;Geodude;0;Smooth Rock;Stone Edge;Earthquake;Protect;Sandstorm;Adamant;0;252;252;0;0;0;
0043;Oddish;0;Big Root;Giga Drain;Substitute;Toxic;Protect;Bold;0;0;252;0;252;0;
0421;Cherrim;0;Rose Incense;Energy Ball;Round;Dazzling Gleam;Sunny Day;Modest;0;0;0;252;0;252;
0307;Meditite;0;Muscle Band;High Jump Kick;Psyshock;Rock Slide;Grass Knot;Lonely;0;252;0;0;0;252;
